date,EX5.MELT_TEMP,EX4.MELT_TEMP,EX3.MELT_TEMP,EX2.MELT_TEMP,EX1.Z1_PV,EX1.Z2_PV,EX1.Z3_PV,EX1.Z4_PV,EX1.A1_PV,EX1.A2_PV,EX1.H1_PV,EX1.H2_PV,EX1.H3_PV,EX1.H4_PV,EX1.H2O_PV,EX1.MELT_P_PV,EX1.MD_PV,EX1.MD_TQ,passorfail
2020 10 30 00:20:54,297,222,251,267,212,220,230,240,240,239,239,239,240,40,41,0,71.1858,72,0
2020 10 30 00:20:59,297,222,251,267,212,220,230,240,240,239,239,239,240,40,41,0,71.1739,72,0
2020 10 30 00:21:04,297,222,251,267,212,220,230,240,240,239,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:21:09,297,222,251,267,212,220,230,240,240,239,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:21:14,297,222,251,267,211,220,230,240,240,239,240,240,240,40,41,0,71.2215,72,0
2020 10 30 00:21:19,297,222,251,267,212,220,230,240,240,239,239,239,240,40,41,0,71.1977,72,0
2020 10 30 00:21:24,297,222,251,267,212,220,230,240,240,239,240,239,240,40,41,0,71.1739,72,0
2020 10 30 00:21:29,297,222,251,267,212,220,230,240,240,239,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:21:34,297,222,251,267,212,220,230,240,240,239,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:21:39,297,222,251,267,211,220,230,240,240,239,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:21:44,297,222,251,267,211,220,230,240,240,239,240,239,240,40,41,0,71.2096,72,0
2020 10 30 00:21:49,297,222,251,267,212,220,230,240,240,239,240,239,240,40,41,0,71.2096,72,0
2020 10 30 00:21:54,297,222,251,267,211,220,230,240,240,239,239,239,240,40,41,0,71.1739,72,0
2020 10 30 00:21:59,297,222,251,267,211,220,230,240,240,240,240,239,240,40,41,0,71.1739,72,0
2020 10 30 00:22:04,297,222,251,267,211,220,230,240,240,239,240,240,240,40,41,0,71.2215,72,0
2020 10 30 00:22:09,297,222,251,267,211,220,230,240,240,240,239,240,240,40,41,0,71.1739,72,0
2020 10 30 00:22:14,297,222,251,267,211,220,230,240,240,240,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:22:19,297,222,251,267,211,220,230,240,240,240,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:22:24,297,222,251,267,211,220,230,240,240,240,240,239,240,40,41,0,71.2096,72,0
2020 10 30 00:22:29,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:22:34,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:22:39,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:22:44,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:22:49,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:22:54,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:22:59,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:04,297,222,251,267,210,220,229,240,240,240,240,240,240,40,41,0,71.2215,72,0
2020 10 30 00:23:09,297,222,251,267,210,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:14,297,222,251,267,209,220,230,240,240,240,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:23:19,297,222,251,267,209,220,229,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:24,297,222,251,267,209,220,229,240,240,240,239,240,240,40,41,0,71.1739,72,0
2020 10 30 00:23:29,297,222,251,267,209,220,229,240,240,240,239,240,240,40,41,0,71.2334,72,0
2020 10 30 00:23:34,297,222,251,267,209,220,230,240,240,240,240,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:39,297,222,251,267,209,220,230,240,240,240,240,240,240,40,41,0,71.2096,72,0
2020 10 30 00:23:44,297,222,251,267,209,220,229,240,240,240,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:49,297,222,251,267,210,220,229,240,240,240,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:23:54,297,222,251,267,210,220,229,240,240,239,239,240,240,40,41,0,71.2096,72,0
2020 10 30 00:23:59,297,222,251,267,210,220,229,240,240,239,240,240,240,40,41,0,71.1739,72,0
2020 10 30 00:24:04,297,222,251,267,210,220,230,240,240,239,239,240,240,40,41,0,71.2096,72,0
2020 10 30 00:24:09,297,222,251,267,210,220,230,240,240,239,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:24:14,297,222,251,267,211,220,230,240,240,239,239,240,240,40,41,0,71.1977,72,0
2020 10 30 00:24:19,297,222,251,267,211,220,229,240,240,239,239,239,239,40,41,0,71.2096,72,0
2020 10 30 00:24:24,297,222,251,267,211,220,229,240,240,239,239,239,240,40,41,0,71.2096,72,0
2020 10 30 00:24:29,297,222,251,267,211,220,229,240,240,239,239,240,240,40,41,0,71.2215,72,0
2020 10 30 00:24:34,297,222,251,267,211,220,229,240,240,239,239,240,239,40,41,0,71.1858,72,0
2020 10 30 00:24:39,297,222,251,267,212,220,229,239,240,239,239,239,239,40,41,0,71.1977,72,0
2020 10 30 00:24:44,297,222,251,267,212,220,229,239,240,239,239,239,239,40,41,0,71.2096,72,0
2020 10 30 00:24:49,297,222,251,267,212,220,229,240,240,239,239,239,239,40,41,0,71.1858,72,0
2020 10 30 00:24:54,297,222,251,267,212,220,229,239,240,239,239,239,239,40,41,0,71.2096,72,0
2020 10 30 00:24:59,297,222,251,267,212,220,229,239,240,239,239,239,239,40,41,0,71.2215,72,0
2020 10 30 00:25:04,297,222,251,267,212,220,229,240,240,239,239,239,239,40,41,0,71.162,72,0
2020 10 30 00:25:09,297,222,251,267,211,220,229,239,240,239,239,239,239,40,41,0,71.2215,72,0
2020 10 30 00:25:14,297,222,251,267,211,220,229,239,240,239,239,239,239,40,41,0,71.1977,72,0
2020 10 30 00:25:19,297,222,251,267,211,220,229,239,240,239,239,239,239,40,41,0,71.2096,72,0
2020 10 30 00:25:24,297,222,251,267,211,220,229,239,240,239,239,239,239,40,41,0,71.2215,72,0
2020 10 30 00:25:29,297,222,251,267,211,220,230,239,240,240,239,239,239,40,41,0,71.1977,72,0
2020 10 30 00:25:34,297,222,251,267,210,220,229,239,240,240,239,239,239,40,41,0,71.1977,72,0
2020 10 30 00:25:39,297,222,251,267,210,220,229,239,240,240,239,239,239,40,41,0,71.1858,72,0
2020 10 30 00:25:44,297,222,251,267,210,220,230,240,240,240,239,239,239,40,41,0,71.2215,72,0
2020 10 30 00:25:49,297,222,251,267,209,220,230,240,239,240,239,239,239,40,41,0,71.1858,72,0
2020 10 30 00:25:54,297,222,251,267,209,220,230,240,240,240,239,239,240,40,41,0,71.1739,72,0
2020 10 30 00:25:59,297,222,251,267,209,220,230,240,240,240,239,239,240,40,41,0,71.1858,72,0
2020 10 30 00:26:04,297,222,251,267,208,220,230,240,240,240,239,239,240,40,41,0,71.2215,72,0
2020 10 30 00:26:09,297,222,251,267,208,220,230,240,240,240,240,239,240,40,41,0,71.2096,72,0
2020 10 30 00:26:14,297,222,251,267,208,220,230,240,240,240,240,239,240,40,41,0,71.2215,72,0
2020 10 30 00:26:19,297,222,251,267,208,220,230,240,240,240,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:26:24,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,0,71.1858,72,0
2020 10 30 00:26:29,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,1.8813,71.2096,72,0
2020 10 30 00:26:34,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.4313,71.1977,72,0
2020 10 30 00:26:39,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.4313,71.162,72,0
2020 10 30 00:26:44,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.4313,71.2215,72,0
2020 10 30 00:26:49,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.3875,71.1977,72,0
2020 10 30 00:26:54,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.3875,71.1739,72,0
2020 10 30 00:26:59,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.3438,71.1977,72,0
2020 10 30 00:27:04,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.3438,71.2096,72,0
2020 10 30 00:27:09,297,222,251,267,207,220,230,240,240,240,240,240,240,40,41,6.3438,71.1977,72,0
2020 10 30 00:27:14,297,222,251,267,207,220,230,240,240,240,240,240,240,41,41,6.3438,71.1977,72,0
2020 10 30 00:27:19,297,222,251,267,207,220,230,240,240,240,240,240,240,41,41,6.3438,71.1977,72,0
2020 10 30 00:27:24,297,222,251,267,207,219,230,240,240,240,240,240,240,40,41,6.3438,71.1858,72,0
2020 10 30 00:27:29,297,222,251,267,207,220,230,240,240,240,240,240,240,41,41,6.3438,71.1858,72,0
2020 10 30 00:27:34,297,222,251,267,207,220,230,240,240,240,240,240,240,41,41,6.3438,71.2215,72,0
2020 10 30 00:27:39,297,222,251,267,207,220,230,240,240,239,240,240,240,40,41,6.3438,71.2096,72,0
2020 10 30 00:27:44,297,222,251,267,207,220,230,240,240,239,240,240,240,40,41,6.3438,71.2215,72,0
2020 10 30 00:27:49,297,222,251,267,207,220,230,240,240,239,240,240,240,40,41,6.3438,71.1977,72,0
2020 10 30 00:27:54,297,222,251,267,207,220,230,240,240,239,240,240,240,40,41,6.3438,71.2215,72,0
2020 10 30 00:27:59,297,222,251,267,207,220,230,240,240,239,240,240,240,40,41,6.3438,71.2096,72,0
2020 10 30 00:28:04,297,222,251,267,207,219,230,240,240,239,240,240,240,40,41,6.3438,71.2096,72,0
2020 10 30 00:28:09,297,222,251,267,207,219,230,240,239,239,240,240,240,41,41,6.3438,71.2096,72,0
2020 10 30 00:28:14,297,222,251,267,207,220,230,239,239,239,240,240,240,41,41,6.3,71.1977,72,0
2020 10 30 00:28:19,297,222,251,267,207,219,229,239,239,239,240,240,240,41,41,6.3,71.2215,72,0
2020 10 30 00:28:24,297,222,251,267,207,219,230,240,240,239,240,240,240,40,41,6.3,71.1977,72,0
2020 10 30 00:28:29,297,222,251,267,207,219,229,239,239,239,240,240,240,41,41,6.3,71.1977,72,0
2020 10 30 00:28:34,297,222,251,267,207,219,229,239,239,239,240,240,240,41,41,6.3,71.2096,72,0
2020 10 30 00:28:39,297,222,251,267,207,219,230,240,239,239,240,240,240,40,41,6.2563,71.2096,72,0
2020 10 30 00:28:44,297,222,251,267,208,219,229,240,239,239,240,240,240,40,41,6.2563,71.1739,72,0
2020 10 30 00:28:49,297,222,251,267,208,219,229,239,239,239,240,240,240,40,41,6.2563,71.1977,72,0
2020 10 30 00:28:54,297,222,251,267,208,219,229,239,239,239,240,240,240,41,41,6.3,71.1739,72,0
2020 10 30 00:28:59,297,222,251,267,209,219,229,240,239,239,240,240,240,40,41,6.3,71.2096,72,0
2020 10 30 00:29:04,297,222,251,267,209,219,229,239,239,239,240,240,240,40,41,6.3438,71.1977,72,0
2020 10 30 00:29:09,297,222,251,267,209,219,229,239,239,239,240,240,240,40,41,6.3875,71.2215,72,0
2020 10 30 00:29:14,297,222,251,267,210,219,229,239,239,239,240,240,240,40,41,6.3875,71.2096,72,0
2020 10 30 00:29:19,297,222,251,267,210,219,229,239,239,239,240,240,240,40,41,6.4313,71.1977,72,0
2020 10 30 00:29:24,297,222,251,267,211,219,229,239,239,239,240,240,240,40,41,6.4313,71.1977,72,0
2020 10 30 00:29:29,297,222,251,267,211,219,229,239,239,239,240,240,240,40,41,6.4313,71.1977,72,0
2020 10 30 00:29:34,297,222,251,267,211,219,229,239,239,239,240,240,240,40,41,6.4313,71.2215,72,0
2020 10 30 00:29:39,297,222,251,267,211,219,229,240,239,239,240,240,240,40,41,6.4313,71.1977,72,0
2020 10 30 00:29:44,297,222,251,267,211,219,229,239,239,239,240,240,240,40,41,6.475,71.2215,72,0
2020 10 30 00:29:49,297,222,252,267,212,219,229,239,239,239,240,240,240,40,41,6.475,71.1739,72,0
2020 10 30 00:29:54,297,222,251,267,212,219,229,240,239,239,240,240,240,40,41,6.475,71.1858,72,0
2020 10 30 00:29:59,297,222,251,267,212,219,229,239,239,239,240,240,240,40,41,6.5188,71.2096,72,0
2020 10 30 00:30:04,297,222,252,267,213,219,229,239,239,239,240,240,240,40,41,6.5188,71.1977,72,0
2020 10 30 00:30:09,297,222,252,267,213,219,229,240,239,239,240,240,240,40,41,6.5188,71.1977,72,0
2020 10 30 00:30:14,297,222,252,267,213,219,229,239,239,239,240,240,240,40,41,6.5625,71.2215,72,0
2020 10 30 00:30:19,297,222,252,267,213,219,229,239,240,239,241,240,240,40,41,6.5625,71.1858,72,0
2020 10 30 00:30:24,296,222,252,267,213,219,229,240,239,239,241,240,240,40,41,6.6063,71.1977,72,0
2020 10 30 00:30:29,297,222,252,267,213,219,229,239,239,239,240,240,240,40,41,6.6063,71.2096,72,0
2020 10 30 00:30:34,297,222,252,267,214,219,229,239,240,239,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:30:39,297,222,252,267,214,219,229,239,240,239,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:30:44,296,222,252,267,214,219,229,239,239,239,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:30:49,296,222,252,267,214,219,229,240,239,239,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:30:54,296,222,252,267,214,219,230,239,240,239,240,240,240,40,41,6.6938,71.1977,72,0
2020 10 30 00:30:59,296,222,252,267,214,220,229,239,239,239,240,240,240,40,41,6.65,71.1858,72,0
2020 10 30 00:31:04,296,222,252,267,214,220,229,240,239,239,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:31:09,296,222,252,267,214,220,229,239,239,239,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:31:14,296,222,252,267,214,220,229,240,239,239,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:31:19,296,222,252,267,214,220,229,239,239,240,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:31:24,296,222,252,267,214,220,229,239,239,240,240,240,240,40,41,6.65,71.1858,72,0
2020 10 30 00:31:29,296,222,252,267,214,220,229,239,239,240,240,240,240,40,41,6.65,71.2215,72,0
2020 10 30 00:31:34,296,222,252,267,213,220,229,239,239,240,240,240,240,40,41,6.65,71.2215,72,0
2020 10 30 00:31:39,296,222,252,267,213,220,229,239,239,240,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:31:44,296,222,252,267,213,220,229,239,239,240,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:31:49,296,221,252,267,212,220,229,239,239,240,240,240,240,40,41,6.6938,71.2096,72,0
2020 10 30 00:31:54,296,222,252,267,212,220,230,239,239,240,240,240,240,40,41,6.6938,71.1739,72,0
2020 10 30 00:31:59,296,221,252,267,211,220,230,240,239,240,240,240,240,40,41,6.6938,71.1977,72,0
2020 10 30 00:32:04,296,222,252,267,211,220,230,240,239,240,240,240,240,40,41,6.65,71.2096,72,0
2020 10 30 00:32:09,296,222,252,267,210,220,229,239,239,240,240,240,240,40,41,6.6938,71.1858,72,0
2020 10 30 00:32:14,296,222,252,267,210,220,229,240,239,240,240,240,240,40,41,6.65,71.1977,72,0
2020 10 30 00:32:19,296,221,252,267,210,220,230,239,239,240,240,240,240,40,41,6.65,71.1858,72,0
2020 10 30 00:32:24,296,221,252,267,209,220,230,240,239,240,240,240,239,40,41,6.65,71.2096,72,0
2020 10 30 00:32:29,296,222,252,267,209,220,230,239,239,240,239,240,239,40,41,6.65,71.2096,72,0
2020 10 30 00:32:34,296,222,252,267,209,220,230,240,239,240,240,240,239,40,41,6.65,71.1858,72,0
2020 10 30 00:32:39,296,222,252,267,208,220,230,240,239,240,240,240,239,40,41,6.65,71.1858,72,0
2020 10 30 00:32:44,296,222,252,267,208,220,229,240,239,239,239,240,239,40,41,6.65,71.2096,72,0
2020 10 30 00:32:49,296,222,251,267,208,220,229,240,239,240,239,240,239,40,41,6.65,71.162,72,0
2020 10 30 00:32:54,296,221,251,267,207,220,230,240,239,239,240,240,239,40,41,6.65,71.2096,72,0
2020 10 30 00:32:59,296,221,251,267,207,220,230,240,239,239,240,239,239,40,41,6.65,71.1739,72,0
2020 10 30 00:33:04,296,221,251,267,207,220,230,240,239,240,240,240,239,40,41,6.65,71.2215,72,0
2020 10 30 00:33:09,296,221,251,267,207,220,229,240,239,239,239,240,239,40,41,6.65,71.2215,72,0
2020 10 30 00:33:14,296,221,251,267,207,220,230,240,239,240,239,240,239,40,41,6.65,71.1858,72,0
2020 10 30 00:33:19,296,221,251,267,207,220,230,240,239,240,240,240,239,40,41,6.65,71.1858,72,0
2020 10 30 00:33:24,296,221,251,267,207,220,230,240,239,239,239,240,239,40,41,6.6063,71.1977,72,0
2020 10 30 00:33:29,296,221,251,267,207,220,230,240,239,240,239,239,239,40,41,6.6063,71.1858,72,0
2020 10 30 00:33:34,296,221,251,267,207,220,230,240,239,240,239,239,239,40,41,6.6063,71.2096,72,0
2020 10 30 00:33:39,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.5625,71.1739,72,0
2020 10 30 00:33:44,296,221,251,267,207,220,230,240,239,240,239,239,239,40,41,6.6063,71.1977,72,0
2020 10 30 00:33:49,296,221,251,267,207,220,230,240,239,240,239,239,239,40,41,6.5625,71.2096,72,0
2020 10 30 00:33:54,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.5625,71.2096,72,0
2020 10 30 00:33:59,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.6063,71.2215,72,0
2020 10 30 00:34:04,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.6063,71.2096,72,0
2020 10 30 00:34:09,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.65,71.1858,72,0
2020 10 30 00:34:14,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,6.65,71.2096,72,0
2020 10 30 00:34:19,296,221,251,267,207,220,230,240,239,239,239,239,239,40,41,0.1313,71.1858,72,0
2020 10 30 00:34:24,296,221,251,267,208,220,230,240,239,239,239,239,239,40,41,0.175,71.2096,72,0
2020 10 30 00:34:29,296,221,251,267,208,220,230,240,239,239,239,239,239,40,41,0.2188,71.162,72,0
2020 10 30 00:34:34,296,221,251,267,208,220,230,240,239,239,239,239,239,40,41,0.175,71.2096,72,0
2020 10 30 00:34:39,296,221,251,267,208,219,230,240,239,239,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:34:44,296,221,251,267,208,219,230,240,239,239,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:34:49,297,221,251,267,208,219,230,240,239,239,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:34:54,297,221,251,267,209,220,230,240,239,239,239,239,239,40,41,0.2188,71.1858,72,0
2020 10 30 00:34:59,296,221,251,267,209,220,230,240,239,239,239,239,239,40,41,0.175,71.1977,72,0
2020 10 30 00:35:04,296,221,251,267,209,219,230,240,239,239,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:35:09,296,221,251,267,209,219,230,240,239,239,239,239,239,40,41,0.0875,71.2096,72,0
2020 10 30 00:35:14,297,221,251,268,210,219,230,240,239,239,239,239,239,40,41,0.0438,71.2096,72,0
2020 10 30 00:35:19,297,221,251,268,210,219,230,240,239,239,239,239,239,40,41,0.0438,71.1739,72,0
2020 10 30 00:35:24,297,221,250,268,210,220,230,240,239,239,239,239,239,40,41,0.0438,71.2096,72,0
2020 10 30 00:35:29,297,221,251,267,210,220,230,240,239,239,239,239,239,40,41,0.0438,71.2096,72,0
2020 10 30 00:35:34,297,221,251,268,210,219,230,240,239,239,239,239,239,40,41,0,71.2096,72,0
2020 10 30 00:35:39,297,221,251,267,211,219,230,240,239,239,239,239,239,40,41,0.0438,71.1977,72,0
2020 10 30 00:35:44,297,221,251,268,211,219,230,240,239,239,239,239,239,40,41,0.0438,71.2215,72,0
2020 10 30 00:35:49,297,221,251,267,211,219,230,240,240,239,239,239,239,40,41,0.0438,71.1739,72,0
2020 10 30 00:35:54,297,221,251,267,211,219,230,240,240,239,239,239,239,40,41,0.0438,71.2096,72,0
2020 10 30 00:35:59,297,221,251,267,211,220,230,240,240,239,239,239,239,40,41,0.0875,71.1977,72,0
2020 10 30 00:36:04,297,221,251,268,211,219,230,240,240,239,239,239,239,40,41,0.0875,71.1858,72,0
2020 10 30 00:36:09,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.0875,71.1977,72,0
2020 10 30 00:36:14,297,221,251,268,211,220,230,240,240,239,239,239,239,40,41,0.1313,71.1977,72,0
2020 10 30 00:36:19,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:36:24,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:36:29,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:36:34,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:36:39,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.175,71.1977,72,0
2020 10 30 00:36:44,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.175,71.2096,72,0
2020 10 30 00:36:49,297,221,251,268,211,220,229,240,240,240,239,239,239,40,41,0.175,71.2215,72,0
2020 10 30 00:36:54,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.175,71.2215,72,0
2020 10 30 00:36:59,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:04,297,221,251,268,211,220,230,240,240,240,239,239,239,40,41,0.2188,71.1977,72,0
2020 10 30 00:37:09,297,221,251,268,211,220,230,240,240,240,239,239,239,40,41,0.2188,71.1739,72,0
2020 10 30 00:37:14,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:19,297,221,251,268,211,220,230,240,239,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:24,297,221,251,268,211,220,230,240,240,240,239,239,239,40,41,0.2188,71.1977,72,0
2020 10 30 00:37:29,297,221,251,268,210,220,230,240,239,240,239,239,239,40,41,0.2188,71.2215,72,0
2020 10 30 00:37:34,297,221,251,268,210,220,230,240,239,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:39,297,221,251,268,210,220,230,240,240,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:44,297,222,251,268,210,220,230,240,240,240,239,239,239,40,41,0.2188,71.2096,72,0
2020 10 30 00:37:49,297,222,251,268,210,220,230,240,240,240,239,239,239,40,41,0.2188,71.1977,72,0
2020 10 30 00:37:54,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.2188,71.1977,72,0
2020 10 30 00:37:59,297,221,251,268,210,220,230,240,240,240,239,239,239,40,41,0.2188,71.2215,72,0
2020 10 30 00:38:04,297,222,251,268,210,220,230,240,240,240,239,239,239,40,41,0.175,71.2096,72,0
2020 10 30 00:38:09,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.175,71.1739,72,0
2020 10 30 00:38:14,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.175,71.2215,72,0
2020 10 30 00:38:19,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.175,71.1977,72,0
2020 10 30 00:38:24,297,221,251,267,209,220,230,240,240,240,239,239,239,40,41,0.175,71.1858,72,0
2020 10 30 00:38:29,297,221,251,267,209,220,230,240,240,240,239,239,239,40,41,0.175,71.1858,72,0
2020 10 30 00:38:34,297,222,251,267,209,220,230,240,240,240,239,239,239,40,41,0.175,71.2096,72,0
2020 10 30 00:38:39,297,221,251,267,209,220,230,240,240,240,239,239,239,40,41,0.175,71.1977,72,0
2020 10 30 00:38:44,297,221,251,267,209,220,230,240,240,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:38:49,297,221,251,267,209,220,230,240,240,240,239,239,239,40,41,0.1313,71.1977,72,0
2020 10 30 00:38:54,297,222,251,267,209,220,230,240,240,240,239,239,239,40,41,0.1313,71.2096,72,0
2020 10 30 00:38:59,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.1313,71.1858,72,0
2020 10 30 00:39:04,297,221,251,267,210,220,230,240,240,240,239,239,239,40,41,0.1313,71.2215,72,0
